mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,class-ID
-1.54E-06,8.83E-07,1.35E-05,-1.30E-06,-5.74E-07,-7.31E-06,0.030728,0.030727,0.030714,-0.030412,-0.030411,-0.030404,0.00076837,0.00022418,0.00055555,0.00075996,0.00022603,0.00061124,0.9093,0.9093,0.90929,0.91034,0.91034,0.91032,0.0036216,0.31848,0.10896,0.00080552,0.059164,-0.72329,-0.0052921,-0.0053033,-0.0053502,-0.00022068,-0.00023146,-0.00030794,-0.67023,4.2461,12.837,-0.63258,3.1142,7.7894,-1.495,-1.495,-1.495,-1.4997,-1.4997,-1.4997,1
2.55E-06,-7.21E-05,0.00046685,-2.29E-05,2.42E-05,-5.09E-05,0.033829,0.033901,0.033434,-0.043235,-0.043259,-0.043209,0.0025923,0.0015811,0.0045542,0.002561,0.0014551,0.0037027,1.7851,1.7849,1.7841,1.784,1.7838,1.7833,-0.013614,-1.2965,1.5427,-0.036315,0.2515,-0.89657,0.010075,0.010206,0.009627,-0.010829,-0.010857,-0.01097,-0.64292,6.5255,10.694,-0.5608,3.0171,4.9603,-1.5007,-1.5009,-1.501,-1.4933,-1.4933,-1.4931,1
-2.59E-05,-3.24E-05,6.00E-05,1.70E-06,3.83E-05,-7.14E-05,0.011755,0.011787,0.011727,-0.023015,-0.023053,-0.022982,0.003048,0.0024175,0.0075049,0.0028661,0.0017391,0.0037238,2.2167,2.2163,2.2154,2.2237,2.2236,2.2228,-0.036169,-1.1916,0.11652,-0.023497,0.23129,-0.59391,-0.0026465,-0.0026335,-0.0030639,0.012795,0.012786,0.012937,-0.46795,11.428,4.3261,-0.52594,2.1661,6.3868,-1.5033,-1.5034,-1.5029,-1.4939,-1.4938,-1.494,1
1.85E-05,-1.77E-05,-0.00022961,2.26E-05,-2.50E-05,-0.00033726,0.013306,0.013324,0.013554,-0.019717,-0.019692,-0.019355,0.0030341,0.001922,0.0048097,0.0028852,0.0016086,0.0041646,2.2184,2.2182,2.2174,2.2228,2.2228,2.2224,-0.0072404,-0.11673,-0.4503,-0.027166,-0.23786,-1.1171,-0.0025907,-0.0025501,-0.0022302,0.010504,0.010533,0.010787,-0.50391,3.1127,5.8389,-0.52409,1.1011,7.983,-1.5056,-1.5057,-1.5056,-1.4965,-1.4965,-1.4962,1
-6.18E-07,6.92E-05,-0.00022436,8.97E-06,0.00011208,0.00014477,0.015987,0.015918,0.016142,-0.020922,-0.021034,-0.021179,0.0022797,0.0013141,0.0039388,0.0022001,0.0014039,0.0035187,1.3312,1.3311,1.3302,1.3371,1.337,1.3365,-0.013032,0.21958,-0.5834,-0.027772,0.56018,0.43156,-0.0018939,-0.0019818,-0.001633,0.011804,0.011601,0.011328,-0.67481,1.559,3.7204,-0.67906,2.7152,5.0195,-1.5019,-1.502,-1.5018,-1.4911,-1.4912,-1.4908,1
-1.12E-06,-2.67E-06,-1.22E-05,-4.71E-06,-1.43E-06,7.12E-06,0.023674,0.023677,0.023689,-0.044746,-0.044744,-0.044752,0.00079147,0.00030512,0.00049036,0.00078169,0.00022843,0.00054552,1.3129,1.3129,1.3129,1.3108,1.3108,1.3108,0.0032629,0.47851,-0.79901,0.0088623,0.048691,0.19245,-0.00020176,-0.00019812,-0.00019525,-0.0033003,-0.0033066,-0.0033105,-0.6072,36.471,25,-0.59512,2.6523,8.1587,-1.4951,-1.4952,-1.4951,-1.4966,-1.4966,-1.4966,1
3.83E-06,-8.35E-05,0.00074658,7.58E-06,-1.19E-06,0.0001929,0.021619,0.021703,0.020956,-0.026167,-0.026165,-0.026358,0.0029817,0.0018169,0.0098428,0.002866,0.0016608,0.0059749,2.2197,2.2196,2.2178,2.2261,2.2261,2.2251,-0.025996,-0.38847,2.8818,-0.0098642,0.11041,0.60556,-0.0014842,-0.0014183,-0.0017775,0.011332,0.011328,0.010807,-0.52123,3.2231,22.24,-0.50059,2.7701,6.0418,-1.5065,-1.5066,-1.5063,-1.4964,-1.4964,-1.4963,1
-5.15E-06,3.62E-05,5.15E-05,-1.66E-05,-1.54E-05,0.00015825,0.02889,0.028854,0.028802,-0.04722,-0.047205,-0.047363,0.0025532,0.0015794,0.0031927,0.0025848,0.0013574,0.0035225,1.7829,1.7827,1.7822,1.7827,1.7826,1.7819,0.0017479,0.25782,0.073646,-0.011879,0.14131,-0.18497,0.0050901,0.0049969,0.0049452,-0.003544,-0.0035473,-0.0035864,-0.66771,3.1129,3.6204,-0.64538,1.8321,2.8504,-1.507,-1.5071,-1.507,-1.4996,-1.4996,-1.4994,1
-3.72E-06,2.01E-05,3.99E-06,-1.58E-07,2.57E-06,-1.16E-05,0.028444,0.028424,0.02842,-0.037765,-0.037767,-0.037756,0.00078579,0.00031562,0.00050204,0.00078489,0.00024584,0.00050386,1.361,1.361,1.361,1.3617,1.3617,1.3617,0.012302,3.1798,0.0043804,-0.0012628,0.11319,-0.41694,-0.0003244,-0.00036319,-0.00038242,-0.0033034,-0.003301,-0.0033098,-0.56492,26.528,6.0203,-0.5558,3.1418,7.1955,-1.4978,-1.4978,-1.4977,-1.4982,-1.4982,-1.4982,1
1.39E-06,-1.23E-06,0.00033197,-1.69E-06,1.33E-05,7.98E-05,0.018507,0.018508,0.018176,-0.033086,-0.033099,-0.033179,0.0022497,0.0011728,0.0035465,0.0021716,0.0012803,0.0022108,1.3004,1.3004,1.3001,1.3066,1.3066,1.3063,-0.015937,0.049635,1.2643,-0.01722,0.033209,0.39505,-0.00895,-0.0089452,-0.0084633,0.010732,0.01073,0.01065,-0.69165,0.88096,8.6116,-0.67958,2.3549,3.6037,-1.5037,-1.5037,-1.5035,-1.4938,-1.4939,-1.4937,1
-8.67E-06,0.00015992,0.00015301,8.64E-07,-3.75E-05,-0.00016582,0.024812,0.024652,0.024499,-0.038343,-0.038305,-0.038139,0.0021989,0.0014586,0.0030847,0.0021824,0.001284,0.0030726,1.3024,1.3024,1.3015,1.3016,1.3015,1.3008,-0.014708,1.884,-0.07407,-0.0069651,-0.29523,-0.31442,0.014191,0.013926,0.013724,-0.0070365,-0.0069221,-0.0064364,-0.71525,11.338,3.7635,-0.72583,2.1908,1.6665,-1.4997,-1.4996,-1.5,-1.4973,-1.4975,-1.4973,1
3.13E-06,-9.39E-06,-1.17E-05,-2.11E-06,6.03E-06,3.24E-05,0.024055,0.024064,0.024076,-0.032699,-0.032705,-0.032737,0.0011834,0.00061755,0.0012975,0.001177,0.00075009,0.001122,1.5716,1.5716,1.5714,1.5709,1.5709,1.5708,0.0017817,-0.10032,0.55462,-0.00018805,-0.17385,0.44294,0.0038693,0.0038794,0.0039257,-0.00074887,-0.00074478,-0.00077248,-0.72559,2.0936,11.293,-0.69923,11.199,7.8228,-1.5008,-1.5008,-1.5007,-1.4971,-1.4971,-1.4971,1
-3.61E-06,1.53E-05,5.42E-05,-7.59E-06,2.38E-05,-6.89E-05,0.025767,0.025751,0.025697,-0.027142,-0.027166,-0.027097,0.0012751,0.00061236,0.0015245,0.0012185,0.0006251,0.001294,1.5817,1.5817,1.5816,1.5802,1.5801,1.5799,0.0024243,0.48282,0.57274,0.0073993,0.30321,-0.60262,0.0023468,0.0023187,0.0022553,-0.0005088,-0.00053457,-0.00054703,-0.8269,5.2977,9.0462,-0.7682,4.8175,6.4499,-1.4988,-1.4988,-1.4988,-1.4979,-1.4979,-1.4978,1
-4.10E-06,5.93E-06,-5.29E-05,-9.15E-06,-1.93E-05,7.99E-06,0.027326,0.02732,0.027373,-0.033628,-0.033609,-0.033617,0.0011041,0.00056753,0.001362,0.0011346,0.00066587,0.0011002,1.1769,1.1768,1.1766,1.1767,1.1766,1.1765,-0.00038234,-1.2996,-1.2211,0.0025904,-0.85114,-0.1386,0.0015432,0.0015356,0.0016469,0.00038879,0.0004395,0.00053045,-0.69245,15.47,10.429,-0.76451,9.2399,2.4393,-1.4994,-1.4994,-1.4995,-1.4958,-1.4959,-1.496,1
-2.80E-06,2.21E-05,6.88E-05,-5.26E-06,2.00E-05,8.73E-05,0.028865,0.028843,0.028774,-0.028636,-0.028656,-0.028743,0.001213,0.00070775,0.0019002,0.0012036,0.00072858,0.0014643,1.5791,1.579,1.5788,1.5784,1.5784,1.5782,0.0060864,1.2758,0.63628,0.0099645,0.44408,0.23282,0.00059995,0.00055527,0.00041987,-0.00053713,-0.00057017,-0.00063057,-0.72422,13.457,10.137,-0.78495,5.647,7.1521,-1.5026,-1.5026,-1.5026,-1.4986,-1.4986,-1.4985,1
-6.61E-06,3.11E-05,6.07E-05,-7.76E-06,2.32E-05,2.94E-05,0.022529,0.022498,0.022438,-0.048764,-0.048787,-0.048817,0.0013951,0.00091145,0.0017663,0.0013667,0.0010667,0.0023784,2.0096,2.0096,2.0093,2.0046,2.0045,2.0043,-0.0018787,0.42127,-0.1301,0.0077646,0.088219,1.2631,0.0031649,0.0031269,0.0030092,0.0026844,0.0026759,0.0025378,-0.84335,13.607,5.2457,-0.80721,14.372,16.823,-1.5012,-1.5012,-1.5012,-1.4984,-1.4984,-1.4984,1
-1.40E-05,-1.21E-06,2.44E-05,-2.84E-06,1.60E-05,-3.52E-05,0.021335,0.021336,0.021312,-0.032983,-0.032999,-0.032963,0.0011413,0.00048402,0.0012631,0.0010779,0.0005373,0.00086153,1.1763,1.1763,1.1762,1.1745,1.1744,1.1743,0.013683,0.059161,0.34929,0.00016815,0.34976,-0.24214,0.0050358,0.0050367,0.004946,-0.0054759,-0.0055056,-0.0055228,-0.69008,0.69652,8.9101,-0.67048,4.8744,2.7779,-1.4989,-1.4989,-1.4989,-1.5001,-1.5001,-1.5,1
-2.36E-05,1.39E-05,0.00029489,2.98E-06,3.26E-05,-0.0003929,0.027809,0.027796,0.027501,-0.046334,-0.046366,-0.045973,0.0025835,0.0013204,0.0062324,0.0026055,0.0014524,0.0043462,1.7829,1.7829,1.7816,1.7855,1.7854,1.7849,-0.027306,0.15774,-0.12123,-0.016683,0.0013551,-0.77494,0.0017997,0.0017942,0.0019821,-0.0079591,-0.0079689,-0.0079563,-0.61962,1.388,3.456,-0.62038,1.7395,5.7788,-1.5066,-1.5066,-1.5071,-1.4986,-1.4986,-1.4986,1
-7.05E-06,6.41E-06,3.42E-05,-6.53E-06,3.70E-06,-3.97E-05,0.025042,0.025036,0.025002,-0.036714,-0.036718,-0.036678,0.0010971,0.00048791,0.0011191,0.0011404,0.00063481,0.001516,1.1767,1.1767,1.1766,1.1789,1.1789,1.1786,0.0039468,0.062578,0.36473,0.0062341,0.36,0.51319,0.0013379,0.0013294,0.0013906,-0.00073838,-0.0007548,-0.00063339,-0.66566,0.80184,8.0368,-0.70274,16.424,13.27,-1.5015,-1.5015,-1.5014,-1.4959,-1.4959,-1.496,1
-2.29E-05,-0.00011327,0.0002407,6.75E-06,3.77E-05,0.00052672,0.035068,0.035181,0.03494,-0.04443,-0.044467,-0.044994,0.0026131,0.0015623,0.0033632,0.0025658,0.0016216,0.006095,1.7815,1.7814,1.7809,1.7874,1.7873,1.7867,-0.022192,-1.8764,0.30707,0.0047065,0.47711,0.90648,0.011589,0.011754,0.011798,-0.01011,-0.010142,-0.0098981,-0.63445,11.102,2.2021,-0.65271,9.2936,6.3138,-1.5038,-1.5039,-1.5038,-1.4907,-1.4907,-1.4903,1
-2.33E-06,3.64E-05,0.00019857,-1.15E-05,9.49E-06,0.00023054,0.025896,0.02586,0.025661,-0.038634,-0.038644,-0.038874,0.0021774,0.0011519,0.0034522,0.0021736,0.0012712,0.0030376,1.2986,1.2985,1.2978,1.2973,1.2973,1.2966,-0.00858,0.039367,0.018576,-0.0023123,-0.040303,1.0104,0.015037,0.014995,0.014736,0.0011066,0.0011306,0.00083895,-0.7118,0.56847,4.0802,-0.69458,2.9067,6.1912,-1.4968,-1.4969,-1.497,-1.5067,-1.5066,-1.5066,1
-9.04E-06,1.24E-05,-0.00010737,5.73E-06,2.43E-05,-2.05E-05,0.023811,0.023799,0.023906,-0.031939,-0.031963,-0.031943,0.0022287,0.0011197,0.0031943,0.0022347,0.0012775,0.0035701,1.3301,1.3301,1.3295,1.33,1.3299,1.3292,0.0012098,0.032012,-0.32466,-0.024241,0.30374,-0.64632,-0.0059095,-0.0059173,-0.0056588,-0.0097784,-0.0098373,-0.009579,-0.73081,0.045413,3.2793,-0.68675,1.7008,2.4831,-1.4984,-1.4985,-1.4981,-1.5021,-1.5021,-1.5019,1
-2.66E-06,1.58E-06,1.15E-05,-2.22E-06,8.25E-06,2.12E-05,0.028056,0.028055,0.028043,-0.029622,-0.02963,-0.029651,0.00076939,0.00020038,0.00048205,0.00075771,0.0002935,0.00051437,0.90273,0.90273,0.90269,0.90441,0.9044,0.9044,0.0075284,-0.0060276,0.0015777,0.0022606,0.33083,0.6268,0.00052973,0.0005329,0.00054157,-0.0025622,-0.0025766,-0.002526,-0.65621,0.8029,1.6274,-0.61643,9.4751,5.21,-1.4974,-1.4974,-1.4974,-1.4963,-1.4963,-1.4963,1
-4.16E-06,6.43E-06,1.80E-05,-3.16E-06,4.66E-07,4.13E-05,0.025362,0.025355,0.025337,-0.037476,-0.037476,-0.037517,0.0011083,0.0004763,0.00092755,0.0011369,0.00061828,0.0012578,1.1783,1.1783,1.1781,1.1799,1.1799,1.1797,-0.005976,-0.041244,-0.061053,-0.0014051,-1.5278,-0.029922,0.0021398,0.0021305,0.0021221,-0.0031101,-0.0030941,-0.002962,-0.67888,1.8451,4.4941,-0.73804,21.789,4.0019,-1.5,-1.5,-1.4999,-1.4967,-1.4967,-1.4967,1
-4.19E-06,4.39E-10,7.59E-06,-1.48E-06,-7.61E-06,-6.37E-06,0.026861,0.026861,0.026854,-0.046878,-0.046871,-0.046864,0.00076973,0.00025858,0.00059282,0.00075616,0.00024566,0.00047044,0.90936,0.90936,0.90935,0.91058,0.91059,0.91057,0.015333,0.091916,0.043664,-0.0019776,-0.34029,-0.048413,0.0028137,0.0028183,0.0028419,0.00083752,0.00083557,0.0008563,-0.65541,5.0765,5.3152,-0.62335,4.9557,4.069,-1.5009,-1.5009,-1.5009,-1.4981,-1.4981,-1.4981,1
-8.24E-06,3.79E-05,-1.81E-05,-1.77E-07,4.99E-06,-2.49E-07,0.025149,0.025111,0.02513,-0.036086,-0.036091,-0.036091,0.0011217,0.00064009,0.0013722,0.0011399,0.0005846,0.0013351,1.1767,1.1767,1.1765,1.1757,1.1757,1.1756,0.012138,1.0059,0.41181,-0.0029754,-0.17183,0.0087804,0.0031662,0.0031134,0.003056,-0.0039698,-0.0039532,-0.0039476,-0.69909,15.413,10.811,-0.74527,6.9444,9.4366,-1.4987,-1.4987,-1.4988,-1.497,-1.497,-1.497,1
7.83E-06,-1.65E-05,0.00012156,8.83E-06,3.53E-05,0.00015176,0.019985,0.020002,0.01988,-0.033555,-0.033591,-0.033742,0.0022024,0.0011599,0.0021857,0.002217,0.0013367,0.0031338,1.2929,1.2927,1.2922,1.2993,1.2993,1.2988,-0.028541,-0.26618,0.6035,-0.018346,0.45281,0.34418,-0.0026046,-0.0025316,-0.0026704,0.0043985,0.0043981,0.0044731,-0.70235,0.48827,2.54,-0.68906,6.4186,2.7337,-1.5087,-1.5088,-1.5088,-1.4973,-1.4974,-1.4967,1
5.80E-06,5.45E-05,-0.00017169,-4.88E-06,-2.41E-05,-0.00027819,0.016695,0.01664,0.016812,-0.01891,-0.018886,-0.018608,0.0029252,0.0021193,0.0050243,0.0028783,0.0020798,0.0059303,2.2249,2.2246,2.2242,2.2262,2.2259,2.2248,-0.018542,0.043526,-0.74577,0.00057439,-0.13222,-0.40825,0.00099157,0.00092142,0.00052781,0.012595,0.0126,0.012968,-0.54802,4.6342,10.449,-0.52307,3.4424,5.3977,-1.5068,-1.507,-1.5067,-1.4978,-1.498,-1.4982,1
-7.70E-06,-2.24E-05,9.60E-05,-2.10E-06,1.61E-06,-0.00017472,0.031615,0.031637,0.031541,-0.031631,-0.031633,-0.031458,0.001276,0.00087007,0.0018862,0.0012084,0.00076563,0.002108,1.5809,1.581,1.5807,1.5816,1.5815,1.5811,0.010207,-3.8481,0.65535,0.005007,0.0534,-1.4536,-0.001143,-0.0010816,-0.0011961,-0.0042948,-0.0043033,-0.0039186,-0.82209,42.815,14.81,-0.77731,6.8054,10.184,-1.4981,-1.498,-1.4982,-1.5004,-1.5005,-1.5007,1
4.76E-06,3.30E-05,-0.00060371,1.74E-05,9.87E-06,0.0006139,0.016741,0.016708,0.017312,-0.030442,-0.030452,-0.031066,0.0025649,0.0013989,0.0064278,0.0025431,0.0014899,0.0099126,1.7719,1.7719,1.771,1.7765,1.7765,1.7751,-0.0207,0.11657,-1.2459,-0.014434,-0.020542,1.4725,-0.0033998,-0.0034236,-0.003327,0.010124,0.010097,0.0094562,-0.63183,-0.0031193,10.863,-0.59428,2.8361,13.61,-1.5053,-1.5053,-1.5046,-1.4947,-1.4947,-1.4943,1
-6.33E-06,2.01E-05,1.85E-05,3.23E-06,2.56E-05,0.00021155,0.029287,0.029267,0.029248,-0.030306,-0.030332,-0.030543,0.0012572,0.00072347,0.0016447,0.0012518,0.00077668,0.0018224,1.5843,1.5843,1.5841,1.5865,1.5865,1.5861,0.0063304,0.27345,0.039571,-0.0099051,-0.21402,1.6781,0.0036529,0.003625,0.0036051,-0.00033877,-0.00037592,-0.00070109,-0.81424,12.584,3.6194,-0.80499,11.411,7.7413,-1.4978,-1.4978,-1.4978,-1.4984,-1.4984,-1.4987,1
4.80E-06,1.39E-05,0.00013527,-8.07E-07,3.23E-05,-2.40E-05,0.022773,0.022759,0.022624,-0.04379,-0.043822,-0.043798,0.0013276,0.00070534,0.0015304,0.0013864,0.00095457,0.0026011,1.987,1.987,1.9868,1.9855,1.9854,1.9849,-0.0017506,0.44673,1.1382,0.0051481,0.91144,-1.1558,-0.00038858,-0.00040875,-0.00046011,-0.00078745,-0.00079109,-0.00056014,-0.83772,7.0795,7.3659,-0.8497,10.639,10.122,-1.5011,-1.5012,-1.5011,-1.4963,-1.4964,-1.4963,1
-1.72E-06,-1.35E-05,-5.55E-05,2.54E-06,1.30E-05,-0.00012101,0.0208,0.020813,0.020869,-0.027785,-0.027798,-0.027677,0.0022318,0.0012026,0.0031716,0.0022512,0.0013453,0.0033862,1.3306,1.3306,1.3301,1.3361,1.3359,1.3352,-0.014581,-0.14018,-0.0038207,-0.0083512,0.029359,-0.0090957,-0.004392,-0.0043712,-0.0042044,0.004815,0.0048679,0.0045353,-0.69294,1.3971,4.7618,-0.68559,1.6999,1.0551,-1.508,-1.5081,-1.5079,-1.499,-1.4993,-1.4993,1
-1.21E-06,-1.15E-06,1.13E-05,-2.38E-06,6.66E-07,-1.69E-05,0.026826,0.026827,0.026815,-0.041732,-0.041732,-0.041716,0.00076692,0.00022763,0.00065086,0.00075749,0.00024424,0.00055582,0.90504,0.90504,0.90501,0.90671,0.90672,0.90671,0.0024915,-0.0030602,0.82352,0.0041815,-0.10139,-0.46548,-0.0010885,-0.0010791,-0.0010998,-0.0055187,-0.0055178,-0.0055391,-0.6451,2.7134,12.524,-0.61221,5.7364,4.6196,-1.498,-1.498,-1.498,-1.4993,-1.4993,-1.4993,1
-2.26E-06,3.06E-05,-0.00010458,-1.13E-06,1.18E-05,0.0001848,0.024334,0.024304,0.024408,-0.048509,-0.048521,-0.048706,0.0013496,0.0009094,0.0025666,0.0013842,0.00075539,0.0021415,1.9899,1.9899,1.9896,1.9853,1.9853,1.985,0.00042608,0.2798,-0.7487,0.0019492,-0.0012199,1.6809,0.00066755,0.00063602,0.00080041,-0.00081483,-0.00082446,-0.00095376,-0.82321,8.2995,8.3181,-0.83616,6.3531,8.1183,-1.4978,-1.4978,-1.4977,-1.4993,-1.4993,-1.499,1
-1.58E-06,-5.18E-06,-7.45E-06,-2.68E-06,-3.57E-06,1.49E-06,0.024735,0.02474,0.024747,-0.044465,-0.044462,-0.044463,0.00076987,0.00023929,0.00058209,0.000757,0.00025744,0.00063424,0.90838,0.90839,0.90841,0.90916,0.90915,0.90914,0.001476,-0.85178,0.42594,0.0030247,-0.62566,0.21391,0.0010936,0.0011004,0.0010695,0.0034152,0.0034341,0.0034406,-0.65451,7.8349,4.7353,-0.63486,9.4034,7.1053,-1.4997,-1.4997,-1.4997,-1.4971,-1.4971,-1.4971,1
-4.01E-06,2.35E-05,3.19E-05,6.54E-06,2.06E-05,-0.00017439,0.024469,0.024446,0.024414,-0.025458,-0.025478,-0.025304,0.0022309,0.0013777,0.0039776,0.0022644,0.0012149,0.0034839,1.332,1.3319,1.331,1.3348,1.3348,1.3344,-0.026046,-0.10227,-0.69089,-0.024577,0.29536,-0.75855,0.0027354,0.0026852,0.0029312,0.0039587,0.0039477,0.0044768,-0.6955,3.4138,9.325,-0.71041,1.6069,4.2131,-1.5091,-1.5092,-1.5092,-1.5009,-1.501,-1.5003,1
6.14E-06,1.56E-05,1.81E-05,-4.49E-06,-9.00E-06,9.75E-05,0.027332,0.027316,0.027298,-0.027537,-0.027528,-0.027626,0.0012352,0.00057206,0.001863,0.0011826,0.00061758,0.0012149,1.5801,1.5801,1.58,1.5818,1.5817,1.5816,-0.017566,0.030489,0.52768,0.0024332,-0.020561,1.0726,0.0032761,0.0032653,0.0032761,-0.00050217,-0.00048262,-0.00064643,-0.76728,2.7072,9.6806,-0.7397,3.0671,7.1506,-1.4997,-1.4997,-1.4996,-1.4991,-1.4991,-1.4991,1
-1.19E-05,-5.18E-06,-0.00070595,5.08E-06,6.25E-05,-7.01E-05,0.024036,0.024042,0.024747,-0.034663,-0.034726,-0.034656,0.0022053,0.0021241,0.006069,0.002268,0.0013167,0.0025238,1.329,1.3287,1.3287,1.3348,1.3346,1.3341,-0.0034659,-1.2115,-2.8825,-0.012337,0.17304,0.092491,0.0049649,0.0049926,0.0055823,-0.0070539,-0.0071342,-0.0070965,-0.69371,17.84,16.135,-0.67369,0.84918,1.8698,-1.5087,-1.5091,-1.5093,-1.4969,-1.497,-1.497,1
-5.32E-06,8.39E-05,4.46E-05,-2.12E-06,4.27E-05,0.00010802,0.028103,0.028019,0.027974,-0.031173,-0.031215,-0.031323,0.0022605,0.0013565,0.0040459,0.0021822,0.0012767,0.0027811,1.3272,1.3271,1.3267,1.3323,1.3323,1.3317,-0.004602,0.32946,0.0063906,-0.0022318,0.25736,0.2869,0.0084367,0.0083284,0.0081254,-0.015049,-0.015086,-0.015033,-0.67638,4.2874,6.7486,-0.71403,1.5213,3.8807,-1.5023,-1.5023,-1.502,-1.4911,-1.491,-1.4912,1
2.98E-06,8.15E-06,-0.00018404,-2.15E-06,-3.50E-06,-8.55E-05,0.023672,0.023664,0.023848,-0.046163,-0.046159,-0.046074,0.0013557,0.00097849,0.0039318,0.0013161,0.00080795,0.0021369,1.9929,1.9929,1.9927,1.9895,1.9894,1.9892,0.011006,-0.62301,-0.31992,0.0006157,-1.2482,-0.35397,-0.0034353,-0.0034259,-0.0030898,0.0030638,0.0030853,0.0030009,-0.80652,19.682,12.195,-0.80253,9.22,7.6266,-1.4994,-1.4994,-1.4993,-1.4989,-1.499,-1.4988,1
-1.73E-06,2.93E-06,5.03E-05,-4.44E-06,-4.54E-06,1.50E-05,0.024517,0.024514,0.024464,-0.047383,-0.047378,-0.047393,0.00078765,0.00027144,0.0008677,0.00077398,0.00030317,0.00048046,1.3242,1.3242,1.3243,1.3214,1.3214,1.3213,-0.001071,0.36141,3.2637,0.012142,-2.4743,0.70576,-0.0021676,-0.0021686,-0.0022474,-0.0012891,-0.0012684,-0.001297,-0.58072,5.7342,51.714,-0.54019,42.207,9.9466,-1.4983,-1.4983,-1.4982,-1.4969,-1.4969,-1.4969,1
-4.02E-06,2.07E-05,-0.0002315,6.02E-06,-1.90E-05,5.03E-05,0.013593,0.013573,0.013804,-0.027312,-0.027293,-0.027343,0.0025883,0.0012773,0.0028374,0.0025551,0.0014674,0.0043558,1.7775,1.7774,1.7769,1.7841,1.784,1.7831,-0.022651,0.09072,-0.33692,-0.023618,-0.27856,0.56186,-0.0012578,-0.0012836,-0.0010578,0.0055988,0.0056707,0.0057916,-0.64872,-0.030929,3.4425,-0.657,1.531,9.7724,-1.5048,-1.5048,-1.5048,-1.4973,-1.4973,-1.4974,1
-8.57E-06,2.85E-05,9.65E-05,-2.54E-06,1.67E-05,-4.48E-05,0.022684,0.022656,0.022559,-0.032129,-0.032145,-0.0321,0.0010992,0.00054876,0.0014051,0.0011145,0.00072987,0.0011198,1.1734,1.1733,1.1731,1.1754,1.1753,1.1751,0.011986,0.86462,1.9381,-0.0053746,-0.20224,-0.61775,0.0029541,0.0029201,0.0027016,-0.0018591,-0.0018923,-0.0018489,-0.65919,4.6927,10.85,-0.71061,11.154,7.3396,-1.4994,-1.4994,-1.4996,-1.4973,-1.4974,-1.4974,1
-3.26E-06,-2.44E-06,-3.16E-05,-3.93E-06,1.39E-05,-2.79E-05,0.025881,0.025884,0.025915,-0.035626,-0.03564,-0.035612,0.0010985,0.00052815,0.0010472,0.0011091,0.00060066,0.0012054,1.1693,1.1693,1.1692,1.1699,1.1699,1.1697,-0.0079785,0.050789,-0.80766,0.0062627,0.73816,-0.096292,-0.0006319,-0.00063159,-0.00057603,0.00026353,0.00022805,0.00015852,-0.61522,4.3661,9.3564,-0.729,16.872,5.0578,-1.5011,-1.5011,-1.501,-1.4992,-1.4991,-1.4992,1
-5.69E-06,-9.77E-06,-0.00013676,5.43E-07,-1.45E-05,0.00013108,0.027849,0.027859,0.027995,-0.028559,-0.028544,-0.028675,0.0012406,0.00072277,0.0018252,0.0012488,0.00080025,0.0016006,1.5794,1.5794,1.5793,1.5771,1.5771,1.5769,0.010925,0.23911,-1.4855,-0.0011555,-0.57958,1.6684,0.00090199,0.00090261,0.0011008,-0.00035209,-0.00032487,-0.00031214,-0.76868,13.672,10.945,-0.82714,13.712,9.8354,-1.4989,-1.4989,-1.4989,-1.4977,-1.4977,-1.4976,1
-6.02E-06,1.27E-05,4.97E-06,-6.17E-06,1.15E-05,9.61E-05,0.026365,0.026353,0.026348,-0.02467,-0.024681,-0.024777,0.0012242,0.00064741,0.0011448,0.0012462,0.00062122,0.0013354,1.5801,1.5801,1.58,1.5792,1.5792,1.5789,0.00086281,-0.15683,-0.29962,-0.0024301,0.21381,1.7958,0.00099733,0.00097616,0.0009995,0.00047682,0.0004711,0.00033555,-0.74812,5.1716,6.1169,-0.82496,4.7044,11.501,-1.5011,-1.5011,-1.501,-1.496,-1.496,-1.4961,1
-5.13E-06,2.31E-07,-2.11E-07,-5.20E-07,2.54E-06,1.33E-05,0.02358,0.02358,0.02358,-0.048029,-0.048031,-0.048045,0.00079356,0.00024807,0.00054952,0.0007853,0.00027719,0.00059985,1.3107,1.3107,1.3106,1.3081,1.3081,1.3081,0.018489,-0.11122,-1.3193,0.0037179,0.38171,-0.078948,-0.003839,-0.003835,-0.0038421,-0.0010617,-0.0010606,-0.0010482,-0.61389,5.5856,31.099,-0.59657,16.175,8.9649,-1.4988,-1.4988,-1.4988,-1.4989,-1.499,-1.4989,1
